ticker,mcap_usd,price,name
IGIC,1156739832.0,27.0,International General Insurance Holdings Ltd. Ordinary Share
OCSL,1155241634.0,13.12,Oaktree Specialty Lending Corporation Common Stock
UVV,1153084592.0,46.31,Universal Corporation Common Stock
HZO,1152486406.0,52.18,MarineMax Inc.  (FL) Common Stock
SVRA,1151603384.0,5.61,Savara Inc. Common Stock
MBINL,1151033595.0,25.06,Merchants Bancorp Depositary Shares Each Representing a 1/40
UVSP,1150669641.0,41.72,Univest Financial Corporation Common Stock
NNNN,1145373952.0,7.96,Anbio Biotechnology Class A Ordinary Shares
LOMA,1144793940.0,9.81,Loma Negra Compania Industrial Argentina Sociedad Anonima AD
OBX,1142180477.0,18.49,Obsidian Therapeutics Inc. Common Stock
VMET,1141077381.0,10.48,Versamet Royalties Corporation Common Stock
TDOC,1139158812.0,6.27,Teladoc Health Inc. Common Stock
JANX,1138366713.0,18.62,Janux Therapeutics Inc. Common Stock
GOODN,1136608123.0,23.48,Gladstone Commercial Corporation 6.625% Series E Cumulative 
STAA,1136342908.0,22.66,STAAR Surgical Company Common Stock
DEC,1135609325.0,14.79,Diversified Energy Company Common Stock
UPBD,1135147715.0,19.47,Upbound Group Inc. Common Stock
VYX,1134934562.0,8.22,NCR Voyix Corporation Common Stock
IVA,1133932317.0,4.8,Inventiva S.A. American Depository Shares
AIP,1133693233.0,23.07,Arteris Inc. Common Stock
BRAI,1133485254.0,5.5,Braiin Limited Common Stock
GNK,1133251730.0,26.0,Genco Shipping & Trading Limited Ordinary Shares New (Marsha
AIIR,1132329410.0,7.06,Air Global PLC Ordinary Shares
GSBD,1130193433.0,10.04,Goldman Sachs BDC Inc. Common Stock
SECZ,1129455682.0,6.92,Securitize Corp. Common Stock
IRMD,1128324086.0,88.24,iRadimed Corporation Common Stock
MCB,1128321776.0,91.01,Metropolitan Bank Holding Corp. Common Stock
LAR,1127367000.0,6.87,Lithium Argentina AG Common Shares
ECVT,1125335131.0,10.28,Ecovyst Inc. Common Stock
QNST,1124780345.0,19.58,QuinStreet Inc. Common Stock
IMC,1124570000.0,10.7,IMC Rare Earths Ltd Ordinary Shares
AMTB,1120829939.0,28.6,Amerant Bancorp Inc. Class A Common Stock
RUMBW,1120531038.0,2.26,RUM Group Inc. Warrant
BCX,1120125732.0,13.2,BlackRock Resources Common Shares of Beneficial Interest
AEVA,1116198303.0,16.01,Aeva Technologies Inc. Common Stock
LFMDP,1115849377.0,23.15,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred S
NPK,1115724075.0,156.35,National Presto Industries Inc. Common Stock
SCSC,1113494647.0,55.28,ScanSource Inc. Common Stock
OPK,1112029055.0,1.49,OPKO Health Inc. Common Stock
HSLV,1111237862.0,5.46,Highlander Silver Corp. Common Shares
BOW,1110838129.0,33.72,Bowhead Specialty Holdings Inc. Common Stock
FSBC,1110281784.0,45.25,Five Star Bancorp Common Stock
NPKI,1109772315.0,13.07,NPK International Inc. Common Stock
XIFR,1109590797.0,11.77,XPLR Infrastructure LP Common Units representing limited par
GTM,1109129275.0,3.81,ZoomInfo Technologies Inc Common Stock
PDS,1106647484.0,86.82,Precision Drilling Corporation Common Stock
VRTS,1106055457.0,167.01,Virtus Investment Partners Inc. Common Stock
HQH,1105987314.0,23.36,abrdn Healthcare Investors Shares of Beneficial Interest
MSEX,1105951191.0,58.69,Middlesex Water Company Common Stock
RDVT,1103630706.0,68.78,Red Violet Inc. Common Stock 
SAFE,1103317642.0,15.58,Safehold Inc. New Common Stock 
BST,1101908886.0,49.73,BlackRock Science and Technology Trust Common Shares of Bene
DLX,1100321679.0,24.0,Deluxe Corporation Common Stock
GHM,1098762344.0,93.61,Graham Corporation Common Stock
BTZ,1097029575.0,10.14,BlackRock Credit Allocation Income Trust
TK,1094277289.0,12.61,Teekay Corporation Ltd. Common Stock
SBR,1092794804.0,74.95,Sabine Royalty Trust Common Stock
TUYA,1088582835.0,1.77,Tuya Inc. American Depositary Shares each representing one C
DSL,1086164221.0,10.65,DoubleLine Income Solutions Fund Common Shares of Beneficial
RHLD,1084304141.0,138.66,Resolute Holdings Management Common Stock 
LUXE,1084175335.0,7.95,LuxExperience B.V. American Depositary Shares each represent
NWPX,1078402904.0,111.9,NWPX Infrastructure Inc. Common Stock
EDN,1078138831.0,23.83,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)
CFFN,1077234285.0,8.57,Capitol Federal Financial Inc. Common Stock
ETW,1076798247.0,9.82,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-W
UPWK,1076042489.0,8.62,Upwork Inc. Common Stock
CRAI,1073845209.0,171.08,CRA International Inc. Common Stock
ELVR,1069275549.0,63.13,Elevra Lithium Limited American Depository Shares
BXBL,1067400576.0,4.42,BOXABL Inc. Common stock
AVTX,1064823432.0,19.86,Avalo Therapeutics Inc. Common Stock
HTFC,1062792061.0,24.98,Horizon Technology Finance Corporation 6.25% Notes due 2027
GLIBA,1060076166.0,26.57,Liberty Capital Corporation Series A GCI Group Common Stock
GPRE,1059140406.0,15.11,Green Plains Inc. Common Stock
SBGI,1051504592.0,14.54,Sinclair Inc. Class A Common Stock
NBN,1049826900.0,129.13,Northeast Bank Common Stock
SLDB,1049198954.0,9.79,Solid Biosciences Inc. Common Stock
SIFY,1049179181.0,14.48,Sify Technologies Limited American Depositary Shares
CMP,1047842615.0,24.96,Compass Minerals Intl Inc Common Stock
BKSY,1047021260.0,25.58,BlackSky Technology Inc. Class A Common Stock
GLIBK,1046308943.0,26.22,Liberty Capital Corporation Series C GCI Group Common Stock
ITRN,1043539622.0,52.46,Ituran Location and Control Ltd. Ordinary Shares
CPAC,1042716387.0,12.3,Cementos Pacasmayo S.A.A. American Depositary Shares (Each r
MBWM,1041650082.0,60.26,Mercantile Bank Corporation Common Stock
CADL,1041035077.0,13.61,Candel Therapeutics Inc. Common Stock
PXED,1038885376.0,28.82,Phoenix Education Partners Inc. Common Stock
CSTL,1038072248.0,33.98,Castle Biosciences Inc. Common Stock
DCBG,1037830367.0,26.51,Dime Commercial Bancshares Inc. 9.000% Junior Subordinated N
APMD,1037390172.0,27.3,Apnimed Inc. Common Stock
BV,1036564400.0,11.19,BrightView Holdings Inc. Common Stock
MTA,1036401763.0,11.09,Metalla Royalty & Streaming Ltd. Common Shares
WVE,1035488160.0,5.25,Wave Life Sciences Inc. Common Stock
KFRC,1033886570.0,57.73,Kforce Inc. Common Stock
IMMX,1031954604.0,14.43,Immix Biopharma Inc. Common Stock
PSUS,1030846075.0,39.42,Pershing Square USA Ltd. Common Shares
AEF,1030680000.0,9.6,abrdn Emerging Markets ex-China Fund Inc. Common Stock
LXRX,1030072987.0,2.31,Lexicon Pharmaceuticals Inc. Common Stock
ABUS,1028808742.0,5.2,Arbutus Biopharma Corporation Common Stock
SVC,1027657787.0,7.93,Service Properties Trust Common Shares of Beneficial Interes
PTA,1025322627.0,18.55,Cohen & Steers Tax-Advantaged Preferred Securities and Incom
GOODO,1025270871.0,21.18,Gladstone Commercial Corporation 6.00% Series G Cumulative R
EQBK,1023652678.0,49.71,Equity Bancshares Inc. Class A Common Stock
KRO,1020914967.0,8.87,Kronos Worldwide Inc Common Stock
QDEL,1018687968.0,14.86,QuidelOrtho Corporation Common Stock
BFST,1018160340.0,31.28,Business First Bancshares Inc. Common Stock
NNE,1018116848.0,18.96,Nano Nuclear Energy Inc. Common Stock
PCRX,1017873259.0,25.54,Pacira BioSciences Inc. Common Stock
ASTE,1015879192.0,44.12,Astec Industries Inc. Common Stock
HRTG,1015807993.0,34.16,Heritage Insurance Holdings Inc. Common Stock
FSCO,1014590429.0,5.12,FS Credit Opportunities Corp. Common Stock
MCBS,1014538322.0,35.25,MetroCity Bankshares Inc. Common Stock
CCNE,1010368387.0,34.11,CNB Financial Corporation Common Stock
NAK,1009008383.0,1.79,Northern Dynasty Minerals Ltd. Common Stock
HBNC,1006352572.0,19.6,Horizon Bancorp Inc. Common Stock
RNP,1005376329.0,20.46,Cohen & Steers REIT and Preferred and Income Fund Inc. Commo
TTI,1003933442.0,6.78,Tetra Technologies Inc. Common Stock
LZ,997617530.0,5.83,LegalZoom.com Inc. Common Stock
TRON,996771593.0,2.1,Tron Inc. Common Stock
FINV,995136218.0,4.21,FinVolution Group American Depositary Shares
KRT,993994926.0,49.87,Karat Packaging Inc. Common Stock
AGBK,993638122.0,6.21,AGI Inc Class A Common Shares
GERN,989409050.0,1.54,Geron Corporation Common Stock
UTL,985965780.0,54.06,UNITIL Corporation Common Stock
BBDC,984244710.0,9.4,Barings BDC Inc. Common Stock
DSGN,983783554.0,15.72,Design Therapeutics Inc. Common Stock
HPK,981273759.0,7.76,HighPeak Energy Inc. Common Stock
NBBK,980219621.0,22.37,NB Bancorp Inc. Common Stock
RPC,976712578.0,8.86,Ridgepost Capital Inc. Class A Common Stock
CPF,974025353.0,37.83,Central Pacific Financial Corp New
ABX,973032878.0,9.95,Abacus Global Management Inc. Class A Common Stock
CLYM,972970160.0,16.94,Climb Bio Inc. Common Stock
PDX,971483110.0,21.73,PIMCO Dynamic Income Strategy Fund Common Shares of Benefici
MNTN,968700961.0,12.95,MNTN Inc. Class A Common Stock
HOV,968244378.0,128.92,Hovnanian Enterprises Inc. Class A Common Stock
BUR,966053174.0,4.42,Burford Capital Limited Ordinary Shares
CIM,966034380.0,11.54,Chimera Investment Corporation Common Stock
PLOW,965082064.0,41.82,Douglas Dynamics Inc. Common Stock
IQ,965024735.0,1.0,iQIYI Inc. American Depositary Shares
TRST,964621471.0,56.65,TrustCo Bank Corp NY Common Stock
ACEL,962954614.0,11.86,Accel Entertainment Inc. 
TDAY,961657514.0,6.55,USA TODAY Co. Inc. Common Stock
MAKO,959284704.0,10.95,Mako Mining Corp Common Stock
AEBI,958352392.0,12.35,Aebi Schmidt Holding AG Common Stock 
CAC,957386796.0,56.66,Camden National Corporation Common Stock
HEPS,957363536.0,2.68,D-Market Electronic Services & Trading American Depositary S
EVLV,956346051.0,5.28,Evolv Technologies Holdings Inc. Class A Common Stock
ABR,954244390.0,5.12,Arbor Realty Trust Common Stock
HQ,954226374.0,17.68,Horizon Quantum Holdings Ltd. Class A Ordinary Shares
PSF,953289383.0,19.4,Cohen & Steers Select Preferred and Income Fund Inc. Common 
ANNX,951687253.0,5.02,Annexon Inc. Common Stock
OGG,951155673.0,3.11,Osisko Gold Group Inc. Common Shares
SBSI,950725522.0,31.89,Southside Bancshares Inc. Common Stock
FMN,949665899.0,11.01,Federated Hermes Premier Municipal Income Fund
AIZN,949642351.0,18.82,Assurant Inc. 5.25% Subordinated Notes due 2061
PSNYW,949539146.0,5.78,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW)
FRBT,949298982.0,18.7,Forbright Inc. Class A Common Stock
HTLD,948871137.0,12.27,Heartland Express Inc. Common Stock
SMPL,947854740.0,10.71,The Simply Good Foods Company Common Stock
BLZE,947379500.0,15.3,Backblaze Inc. Class A Common Stock
ACRS,947224876.0,6.43,Aclaris Therapeutics Inc. Common Stock
ARDX,947161961.0,3.8,Ardelyx Inc. Common Stock
TIGR,944290033.0,5.28,UP Fintech Holding Ltd American Depositary Share representin
THFF,944151137.0,79.39,First Financial Corporation Common Stock
OLMA,944099180.0,10.79,Olema Pharmaceuticals Inc. Common Stock
CSIQ,943330631.0,13.91,Canadian Solar Inc. Common Shares (ON)
MPB,942723350.0,37.21,Mid Penn Bancorp Common Stock
SIGIP,942514515.0,15.82,Selective Insurance Group Inc. Depositary Shares each repres
BLMN,941401982.0,10.99,Bloomin' Brands Inc. Common Stock
FMNB,939666492.0,15.86,Farmers National Banc Corp. Common Stock
PD,936653552.0,12.14,PagerDuty Inc. Common Stock
INR,936429639.0,14.77,Infinity Natural Resources Inc. Class A Common Stock
DAKT,935925379.0,19.38,Daktronics Inc. Common Stock
FCBC,935115769.0,49.45,First Community Bankshares Inc. (VA) Common Stock
TBLA,934088869.0,3.71,Taboola.com Ltd. Ordinary Shares
KODK,930539500.0,9.51,Eastman Kodak Company Common New
AMPH,930092146.0,21.86,Amphastar Pharmaceuticals Inc. Common Stock
MCS,929743755.0,30.16,Marcus Corporation (The) Common Stock
GAINZ,929491674.0,24.32,Gladstone Investment Corporation 4.875% Notes due 2028
HAFC,923277801.0,31.14,Hanmi Financial Corporation Common Stock
LWLG,920378512.0,5.97,Lightwave Logic Inc. Common Stock
DQ,920259463.0,13.6,DAQO New Energy Corp. American Depositary Shares each repres
MBINN,919680262.0,20.02,Merchants Bancorp Depositary Shares Preferred Series C
BHFAL,919609892.0,15.99,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentu
EVER,919405104.0,26.09,EverQuote Inc. Class A Common Stock
SOC,918537202.0,4.79,Sable Offshore Corp. Common Stock
NX,916262902.0,19.95,Quanex Building Products Corporation Common Stock
LUCK,912636216.0,6.68,Lucky Strike Entertainment Corporation Class A Common Stock
INDI,911008910.0,3.93,indie Semiconductor Inc. Class A Common Stock
RWAYL,910848295.0,25.15,Runway Growth Finance Corp. 7.50% Notes due 2027
JBGS,910345066.0,12.2,JBG SMITH Properties Common Shares 
WRLD,909506627.0,195.04,World Acceptance Corporation Common Stock
BANFP,909366833.0,27.07,BancFirst Corporation - BFC Capital Trust II Cumulative Trus
HDL,907167105.0,13.95,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shar
COLL,906999378.0,27.86,Collegium Pharmaceutical Inc. Common Stock
CSR,906632242.0,53.98,D/B/A Centerspace Common Stock
LANDO,906515082.0,21.02,Gladstone Land Corporation 6.00% Series B Cumulative Redeema
PLTK,905868192.0,2.38,Playtika Holding Corp. Common Stock
TCBIO,905571106.0,20.83,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed 
SCZM,902005755.0,9.7,Santacruz Silver Mining Ltd. Common Shares
RJET,900807180.0,19.24,Republic Airways Holdings Inc. Common Stock
NXDR,899422535.0,2.33,Nextdoor Holdings Inc. Class A Common Stock
KBDC,898774594.0,13.61,Kayne Anderson BDC Inc. Common Stock
JMIA,898268848.0,6.96,Jumia Technologies AG American Depositary Shares each repres
KOPN,897764726.0,4.83,Kopin Corporation Common Stock
FOXF,895260321.0,21.3,Fox Factory Holding Corp. Common Stock
LANDP,895083890.0,20.75,Gladstone Land Corporation 6.00% Series C Cumulative Redeema
CBLL,894017863.0,23.3,CeriBell Inc. Common Stock
AIO,893723796.0,26.02,Virtus Artificial Intelligence & Technology Opportunities Fu
ROOT,893263444.0,57.66,Root Inc. Class A Common Stock
JBSS,890879543.0,76.19,John B. Sanfilippo & Son Inc. Common Stock
MFA,890584734.0,8.81,MFA Financial Inc.
QMCO,889089623.0,22.56,Quantum Corporation Common Stock
GLAS,888779638.0,10.1,Glass House Brands Inc. Subordinate Voting Shares
WGO,888773996.0,31.44,Winnebago Industries Inc. Common Stock
EIG,888685837.0,49.48,Employers Holdings Inc Common Stock
CVLG,887968452.0,34.99,Covenant Logistics Group Inc. Class A Common Stock
SABR,887883071.0,2.2,Sabre Corporation Common Stock
WOOF,885995533.0,2.74,Petco Health and Wellness Company Inc. Class A Common Stock
BZH,885763484.0,33.2,Beazer Homes USA Inc. Common Stock
NAVI,884381498.0,9.43,Navient Corporation Common Stock
TBPH,884176381.0,17.03,Theravance Biopharma Inc. Ordinary Shares
ANL,883539709.0,13.72,Adlai Nortye Group Ltd. American Depositary Shares
BH,883065318.0,379.56,Biglari Holdings Inc. Class B Common Stock
CAPL,882565656.0,23.12,CrossAmerica Partners LP Common Units representing limited p
FTH,881804503.0,34.12,Faeth Therapeutics Inc. Common Stock
TROX,881544160.0,5.52,Tronox Holdings plc Ordinary Shares (UK)
DGICB,880098176.0,23.71,Donegal Group Inc. Class B Common Stock
ARI,879534958.0,6.86,Apollo Commercial Real Estate Finance Inc
ADAM,879473706.0,9.79,Adamas Trust Inc. Common Stock
ATTO,878763448.0,19.28,Attovia Therapeutics Inc. Common Stock
SGP,877674969.0,26.24,SpyGlass Pharma Inc. Common Stock
HIPO,877578865.0,33.26,Hippo Holdings Inc. Common Stock
HELP,877384624.0,14.15,Cybin Inc. Common Stock
KOP,877383286.0,46.39,Koppers Holdings Inc. Common Stock
SIBN,876651327.0,19.56,SI-BONE Inc. Common Stock
SMBK,874415909.0,51.14,SmartFinancial Inc. Common Stock
CCBG,873976078.0,51.07,Capital City Bank Group Common Stock
IBTA,870714094.0,37.58,Ibotta Inc. Class A Common Stock
RXT,870390783.0,3.42,Rackspace Technology Inc. Common Stock
VPG,869824079.0,65.3,Vishay Precision Group Inc. Common Stock
FTK,869109194.0,24.0,Flotek Industries Inc. Common Stock
REF,867964363.0,13.63,Reformation Inc. Common Stock
EVEX,867730969.0,2.49,Eve Holding Inc. Common Stock
RERE,866096734.0,3.95,ATRenew Inc. American Depositary Shares (every three of whic
CODI,865213609.0,11.5,D/B/A Compass Diversified Holdings Shares of Beneficial Inte
APOG,862799615.0,41.34,Apogee Enterprises Inc. Common Stock
INMD,860487157.0,14.97,InMode Ltd. Ordinary Shares
BBNX,860202835.0,19.12,Beta Bionics Inc. Common Stock
SB,859878617.0,8.41,Safe Bulkers Inc Common Stock ($0.001 par value)
RIGL,858526549.0,45.96,Rigel Pharmaceuticals Inc. Common Stock
LPTH,858331194.0,13.67,LightPath Technologies Inc. Class A Common Stock
FET,857529994.0,76.25,Forum Energy Technologies Inc. Common Stock
ADSE,856478922.0,11.4,ADS-TEC ENERGY PLC Ordinary Shares
DBVT,855490771.0,14.46,DBV Technologies S.A. American Depositary Shares
TRNS,853146955.0,91.15,Transcat Inc. Common Stock
GSBC,852947873.0,78.27,Great Southern Bancorp Inc. Common Stock
AVR,852761648.0,8.75,Anteris Technologies Global Corp. Common Stock
ACDC,851423912.0,4.67,ProFrac Holding Corp. Class A Common Stock
DJCO,849810557.0,616.72,Daily Journal Corp. (S.C.) Common Stock
YALA,849483182.0,5.59,Yalla Group Limited American Depositary Shares each represen
BHFAO,849445786.0,14.77,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumul
ANGX,848807470.0,4.54,Angel Studios Inc. Class A Common Stock
MOMO,847331345.0,5.74,Hello Group Inc. American Depositary Shares
APEI,846263348.0,46.24,American Public Education Inc. Common Stock
DC,845960708.0,6.3,Dakota Gold Corp. Common Stock
EGBN,845320571.0,27.73,Eagle Bancorp Inc. Common Stock
BFS,845077683.0,34.19,Saul Centers Inc. Common Stock
HSTM,841525905.0,28.78,HealthStream Inc. Common Stock
CRTO,841043100.0,17.16,Criteo S.A. Ordinary Shares
FDMT,840816891.0,15.22,4D Molecular Therapeutics Inc. Common Stock
PSIX,840620325.0,36.45,Power Solutions International Inc. Common Stock
SWIM,838816593.0,7.13,Latham Group Inc. Common Stock
MTAL,838671871.0,10.17,Metals Acquisition Corp. II Class A Ordinary Shares
PHAR,836908976.0,11.85,Pharming Group N.V. ADS each representing 10 ordinary shares
ACHV,834662677.0,8.11,Achieve Life Sciences Inc. Common Shares
SMP,833292929.0,37.3,Standard Motor Products Inc. Common Stock
ODD,831153569.0,14.67,ODDITY Tech Ltd. Class A Ordinary Shares
CYRX,831151731.0,16.41,CryoPort Inc. Common Stock
REPX,830766938.0,37.5,Riley Exploration Permian Inc. Common Stock
HMH,828600464.0,18.86,HMH Holding Inc. Class A Common Stock
SXC,828378536.0,9.76,SunCoke Energy Inc. Common Stock
ALRS,828032664.0,33.25,Alerus Financial Corporation Common Stock
VLRS,827314958.0,7.12,Controladora Vuela Compania de Aviacion S.A.B. de C.V. Ameri
ALOY,827161828.0,11.99,REalloys Inc. Common Stock
SPFI,826848318.0,43.89,South Plains Financial Inc. Common Stock
SATL,826352022.0,5.38,Satellogic Inc. Class A Common Stock
LINC,825075669.0,26.01,Lincoln Educational Services Corporation Common Stock
BHFAP,824140698.0,14.33,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumula
ESRT,822090945.0,4.78,Empire State Realty Trust Inc. Class A Common Stock
BTGO,821643898.0,6.99,BitGo Holdings Inc. Class A Common Stock
ORRF,821403582.0,41.76,Orrstown Financial Services Inc. Common Stock
BBSI,821330250.0,33.89,Barrett Business Services Inc. Common Stock
KDK,820528315.0,4.09,Kodiak AI Inc. Common Stock 
SMBC,820444271.0,74.48,Southern Missouri Bancorp Inc. Common Stock
DSP,818139069.0,12.31,Viant Technology Inc. Class A Common Stock
SKYH,817883603.0,10.68,Sky Harbour Group Corporation Class A Common Stock
IBCP,817378042.0,36.82,Independent Bank Corporation Common Stock
CTO,816245761.0,21.77,CTO Realty Growth Inc. Common Stock
SG,814242595.0,6.84,Sweetgreen Inc. Class A Common Stock
MOV,813516728.0,36.6,Movado Group Inc. Common Stock
NGNE,811661654.0,40.56,Neurogene Inc. Common Stock 
GOOS,810103802.0,8.29,Canada Goose Holdings Inc. Subordinate Voting Shares
MTUS,809504517.0,19.53,Metallus Inc. Common Shares
ISOU,808992852.0,12.4,IsoEnergy Ltd. Common Shares
PMT,807929884.0,9.27,PennyMac Mortgage Investment Trust Common Shares of Benefici
FISI,805004806.0,40.85,Financial Institutions Inc. Common Stock
RSKD,804919951.0,5.92,Riskified Ltd. Class A Ordinary Shares
HPP,804805429.0,14.83,Hudson Pacific Properties Inc. Common Stock
GROY,804370065.0,3.48,Gold Royalty Corp. Common Shares
HIVE,803605173.0,2.93,HIVE Digital Technologies Ltd. Common Shares
PGC,803342145.0,45.31,Peapack-Gladstone Financial Corporation Common Stock
MITK,800922139.0,17.75,Mitek Systems Inc. Common Stock
NVCT,800186109.0,24.54,Nuvectis Pharma Inc. Common Stock
RPD,800045597.0,11.87,Rapid7 Inc. Common Stock
WEST,799568300.0,8.19,Westrock Coffee Company Common Stock
KELYB,798487370.0,22.99,Kelly Services Inc. Class B Common Stock
CRESY,797908455.0,11.25,Cresud S.A.C.I.F. y A. American Depositary Shares
STTK,797887861.0,7.95,Shattuck Labs Inc. Common Stock
SUPV,797437171.0,8.73,Grupo Supervielle S.A. American Depositary Shares each Repre
MFIC,796543313.0,9.67,MidCap Financial Investment Corporation Common Stock
AURA,795934409.0,7.67,Aura Biosciences Inc. Common Stock
AOSL,795351370.0,26.29,Alpha and Omega Semiconductor Limited Common Shares
IVR,794924480.0,7.38,INVESCO MORTGAGE CAPITAL INC Common Stock
FWRG,794856163.0,12.88,First Watch Restaurant Group Inc. Common Stock
UAMY,791751041.0,5.29,United States Antimony Corporation Common Stock
METC,791719105.0,12.49,Ramaco Resources Inc. Class A Common Stock
CSHR,791340155.0,6.0,CoinShares PLC Ordinary Shares
HTZ,791322092.0,2.22,Hertz Global Holdings Inc Common Stock
BCSF,785447343.0,12.11,Bain Capital Specialty Finance Inc. Common Stock
GRPN,785246866.0,19.31,Groupon Inc. Common Stock
CGBD,784372223.0,11.4,Carlyle Secured Lending Inc. Common Stock
PZZA,782548500.0,23.77,Papa John's International Inc. Common Stock
HTB,782075483.0,46.85,HomeTrust Bancshares Inc. Common Stock
PAR,780721114.0,18.88,PAR Technology Corporation Common Stock
MAMA,780689516.0,16.79,Mama's Creations Inc. Common Stock
WYFI,780264450.0,20.09,WhiteFiber Inc. Ordinary Shares
VREX,779271000.0,18.51,Varex Imaging Corporation Common Stock
TXO,779022018.0,14.05,TXO Partners L.P. Common Units Representing Limited Partner 
GFR,778911165.0,6.21,Greenfire Resources Ltd. Common Shares
SHBI,772901912.0,23.16,Shore Bancshares Inc Common Stock
PAYS,772402294.0,13.68,Paysign Inc. Common Stock
DRUG,771369570.0,78.2,Bright Minds Biosciences Inc. Common Stock
HNRG,771029604.0,16.36,Hallador Energy Company Common Stock
CEVA,770858491.0,27.38,CEVA Inc. Common Stock
LOT,770507850.0,1.2,Lotus Technology Inc. American Depositary Shares
SCHL,768452237.0,40.52,Scholastic Corporation Common Stock
SMWB,767044107.0,8.82,Similarweb Ltd. Ordinary Shares
WLKP,766421639.0,21.75,Westlake Chemical Partners LP Common Units representing limi
GILT,765652767.0,10.14,Gilat Satellite Networks Ltd. Ordinary Shares
RILYN,764256474.0,25.06,BRC Group Holdings Inc. 6.50% Senior Notes Due 2026
ENRD,763226425.0,5.29,Einride AB American Depositary Shares
MAX,763042846.0,12.46,MediaAlpha Inc. Class A Common Stock
NFGC,762949735.0,1.99,New Found Gold Corp Common Shares
GDOT,760843316.0,13.35,Green Dot Corporation Class A Common Stock $0.001 par value
WASH,758013517.0,39.74,Washington Trust Bancorp Inc. Common Stock
ENVX,757097446.0,3.45,Enovix Corporation Common Stock
GYRE,754921678.0,6.77,Gyre Therapeutics Inc. Common Stock
OCS,753797694.0,13.0,Oculis Holding AG Ordinary shares
FPH,753446888.0,5.09,Five Point Holdings LLC Class A Common Shares
EVC,753072569.0,8.16,Entravision Communications Corporation Common Stock
RILYG,752362618.0,24.67,BRC Group Holdings Inc. 5.00% Senior Notes due 2026
TCBX,752304995.0,45.17,Third Coast Bancshares Inc. Common Stock
HSHP,751973750.0,16.09,Himalaya Shipping Ltd. Common Shares
LXU,751394751.0,10.44,LSB Industries Inc. Common Stock
MITN,750301513.0,25.44,TPG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2
GSM,750244976.0,4.01,Ferroglobe PLC Ordinary Shares
FDUS,749978233.0,19.76,Fidus Investment Corporation Common Stock
LYTS,749116604.0,20.41,LSI Industries Inc. Common Stock
AHCO,748529636.0,5.49,AdaptHealth Corp. Common Stock
MITP,747499679.0,25.34,TPG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2
IPX,744099573.0,21.93,IperionX Limited American Depositary Share
PUBM,742465994.0,16.3,PubMatic Inc. Class A Common Stock
AGNT,742003640.0,4.44,AGNT Inc. Common Stock
BBOT,741611970.0,9.25,BridgeBio Oncology Therapeutics Inc. Common Stock  
PFLT,739173325.0,7.45,PennantPark Floating Rate Capital Ltd. Common Stock
BWMN,737886068.0,42.56,Bowman Consulting Group Ltd. Common Stock
CASS,737121936.0,57.56,Cass Information Systems Inc Common Stock
MNPR,736258147.0,109.69,Monopar Therapeutics Inc. Common Stock
PRAA,735077317.0,19.52,PRA Group Inc. Common Stock
OBE,732980386.0,10.98,Obsidian Energy Ltd. Common Shares
CCNEP,732006121.0,24.71,CNB Financial Corporation Depositary Shares each representin
KRNT,729356915.0,16.98,Kornit Digital Ltd. Ordinary Shares
ASMB,729112943.0,35.81,Assembly Biosciences Inc. Common Stock
CTMX,728873105.0,3.35,CytomX Therapeutics Inc. Common Stock
ALLO,727258305.0,2.1,Allogene Therapeutics Inc. Common Stock
WHK,727199880.0,26.4,WhiteHawk Minerals Corp Class A Common Stock
CCB,725412648.0,47.45,Coastal Financial Corporation Common Stock
THM,723296794.0,2.76,International Tower Hill Mines Ltd. Ordinary Shares (Canada)
NEWTP,720674038.0,24.95,NewtekOne Inc. Depositary Shares Non-Cumulative Perpetual Pr
EFSCP,719869223.0,19.89,Enterprise Financial Services Corporation Depositary Shares 
VEL,719352147.0,18.22,Velocity Financial Inc. Common Stock
SOPH,719330121.0,8.45,SOPHiA GENETICS SA Ordinary Shares
NIE,719047642.0,25.95,Virtus Equity & Convertible Income Fund Common Shares of Ben
NMFC,718782688.0,7.61,New Mountain Finance Corporation Common Stock
TBLD,717350904.0,22.36,Thornburg Income Builder Opportunities Trust Common Stock
VTS,717036519.0,17.03,Vitesse Energy Inc. Common Stock
TECX,715409049.0,36.59,Tectonic Therapeutic Inc. Common Stock
TASK,715204607.0,7.8,TaskUs Inc. Class A Common Stock
PHR,713927318.0,11.55,Phreesia Inc. Common Stock
GEGGL,713900896.0,24.62,Great Elm Group Inc.  7.25% Notes due 2027
MLAB,712689876.0,127.36,Mesa Laboratories Inc. Common Stock
PSTL,712360959.0,23.55,Postal Realty Trust Inc. Class A Common Stock
PKE,711264600.0,32.7,Park Aerospace Corp. Common Stock
