ticker_tv,ticker_yf,exchange,market_cap,price,sector,industry,technical_local,tech_score,tv_reco,analyst_bucket,analyst_mean,analyst_votes
CNM,CNM,NYQ,12700893185.598389,64.43000030517578,Industrials,Trading Companies & Distributors,Neutral,-1,,Buy,2.07692,14.0
GLW,GLW,NYQ,58969649373.6875,68.83999633789062,Information Technology,Electronic Components,Buy,2,,Buy,1.69231,12.0
CPAY,CPAY,NYQ,22376291416.796875,316.8800048828125,Financials,Transaction & Payment Processing Services,Sell,-3,,,,11.0
CTVA,CTVA,NYQ,49506393369.024414,72.9000015258789,Materials,Fertilizers & Agricultural Chemicals,Neutral,1,,Strong Buy,1.56522,21.0
CSGP,CSGP,NMS,37139276235.223145,87.66500091552734,Real Estate,Real Estate Services,Sell,-2,,Buy,2.0625,16.0
CTRA,CTRA,NYQ,18475617926.604492,24.209999084472656,Energy,Oil & Gas Exploration & Production,Neutral,-1,,Buy,1.68,25.0
COTY,COTY,NYQ,3780439174.5246277,4.333899974822998,Consumer Staples,Personal Care Products,Strong Sell,-4,,Hold,2.64706,16.0
CPNG,CPNG,NYQ,51437918973.8584,28.21500015258789,Consumer Discretionary,Internet Retail,Sell,-2,,Buy,1.6875,16.0
CUZ,CUZ,NYQ,4875156704.741089,29.020000457763672,Real Estate,Office REITs,Neutral,0,,Buy,1.83333,12.0
CR,CR,NYQ,10416545951.885986,181.00999450683594,Industrials,Industrial Machinery & Supplies & Components,Sell,-2,,Buy,1.75,8.0
CXT,CXT,NYQ,3473801100.0,60.5,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,,,,6.0
CACC,CACC,NMS,5852257248.486328,520.77001953125,Financials,Credit Services,Strong Buy,4,,,,4.0
CROX,CROX,NMS,4923212402.664185,90.13999938964844,Consumer Discretionary,Footwear,Neutral,-1,,Buy,2.42857,12.0
CRWD,CRWD,NMS,107309359002.13623,409.8999938964844,Information Technology,Application Software,Sell,-2,,Buy,1.9434,48.0
CCI,CCI,NYQ,42460502714.02588,97.50499725341797,Real Estate,Telecom Tower REITs,Sell,-2,,Buy,2.05,18.0
CCK,CCK,NYQ,10672261293.09082,91.70500183105469,Materials,Packaging & Containers,Strong Sell,-4,,,,14.0
CSX,CSX,NMS,59908636727.50781,32.1349983215332,Industrials,Rail Transportation,Sell,-2,,Buy,1.85185,25.0
CUBE,CUBE,NYQ,9361753234.977722,40.84000015258789,Real Estate,REIT - Industrial,Neutral,-1,,Buy,2.33333,18.0
CMI,CMI,NYQ,54449633239.61719,391.7550048828125,Industrials,Industrial Machinery & Supplies & Components,Neutral,0,,Hold,2.52381,17.0
CW,CW,NYQ,17902748985.031128,475.1499938964844,Industrials,Aerospace & Defense,Sell,-2,,,,6.0
CVS,CVS,NYQ,93165181297.10156,73.45500183105469,Health Care,Health Care Services,Strong Buy,4,,Buy,1.65385,24.0
DHI,DHI,NYQ,51462163424.31641,172.6199951171875,Consumer Discretionary,Homebuilding,Strong Buy,4,,Buy,2.35,15.0
DHR,DHR,NYQ,144259407110.85938,201.46499633789062,Health Care,Life Sciences Tools & Services,Sell,-3,,Strong Buy,1.27273,20.0
DRI,DRI,NYQ,24251760000.0,208.0,Consumer Discretionary,Restaurants,Neutral,1,,Buy,2.0,27.0
DAR,DAR,NYQ,5049297132.068634,31.920000076293945,Consumer Staples,Packaged Foods,Strong Sell,-4,,Strong Buy,1.58333,12.0
DDOG,DDOG,NMS,47395882889.42383,131.77749633789062,Information Technology,Application Software,Neutral,1,,Strong Buy,1.54545,40.0
DVA,DVA,NYQ,9752599563.598633,136.39999389648438,Health Care,Health Care Facilities,Neutral,-1,,,,8.0
DAY,DAY,NYQ,10956122922.717041,69.43000030517578,Industrials,Human Resource & Employment Services,Buy,2,,Buy,2.46667,12.0
DECK,DECK,NYQ,18369314952.26416,123.83000183105469,Consumer Discretionary,Footwear,Buy,2,,Buy,2.32,21.0
DE,DE,NYQ,126854585425.85156,469.260009765625,Industrials,Agricultural & Farm Machinery,Strong Sell,-4,,Buy,2.26087,21.0
DAL,DAL,NYQ,40264037044.51172,61.665000915527344,Industrials,Passenger Airlines,Strong Buy,4,,Strong Buy,1.45455,20.0
DELL,DELL,NYQ,83066473733.63672,122.80999755859375,Information Technology,"Technology Hardware, Storage & Peripherals",Sell,-2,,Buy,1.6087,21.0
XRAY,XRAY,NMS,2769835385.658264,13.885000228881836,Health Care,Health Care Supplies,Sell,-2,,Hold,2.64706,14.0
DVN,DVN,NYQ,22321345335.388184,35.17509841918945,Energy,Oil & Gas Exploration & Production,Buy,2,,Buy,1.8,29.0
DXCM,DXCM,NMS,30831227806.0459,78.62000274658203,Health Care,Health Care Equipment,Neutral,1,,Strong Buy,1.40741,25.0
FANG,FANG,NMS,41225731101.92578,142.41009521484375,Energy,Oil & Gas Exploration & Production,Neutral,1,,Strong Buy,1.46667,30.0
DKS,DKS,NYQ,16884385447.635742,210.8000030517578,Consumer Discretionary,Other Specialty Retail,Sell,-2,,Buy,2.26923,20.0
DLR,DLR,NYQ,56077165253.13867,160.56500244140625,Real Estate,Data Center REITs,Strong Sell,-4,,Buy,1.75862,25.0
DDS,DDS,NYQ,8640995581.054688,553.9099731445312,Consumer Discretionary,Broadline Retail,Strong Buy,4,,,,3.0
DOCU,DOCU,NMS,15305263095.942627,75.74500274658203,Information Technology,Application Software,Neutral,-1,,Hold,2.54545,17.0
DLB,DLB,NYQ,6977965905.047607,72.17500305175781,Information Technology,Specialty Business Services,Strong Sell,-4,,,,3.0
DG,DG,NYQ,24160814896.02661,109.76899719238281,Consumer Staples,Consumer Staples Merchandise Retail,Neutral,0,,Buy,2.43333,27.0
DLTR,DLTR,NMS,21790081774.368286,101.31999969482422,Consumer Staples,Consumer Staples Merchandise Retail,Neutral,0,,Buy,2.22222,21.0
D,D,NYQ,50207522841.4043,58.83000183105469,Utilities,Electric Utilities,Sell,-2,,Hold,2.86667,12.0
DPZ,DPZ,NMS,15873996116.409302,467.5849914550781,Consumer Discretionary,Restaurants,Strong Buy,4,,Buy,1.9375,29.0
DCI,DCI,NYQ,9242366364.440918,79.31999969482422,Industrials,Industrial Machinery & Supplies & Components,Strong Buy,4,,Hold,3.125,5.0
DASH,DASH,NMS,105978538366.85742,248.0800018310547,Consumer Discretionary,Interactive Media & Services,Neutral,1,,Buy,1.8,36.0
DV,DV,NYQ,2607412248.6610413,15.9350004196167,Information Technology,Software - Application,Neutral,1,,Buy,2.35,19.0
DOV,DOV,NYQ,24309222396.484375,174.60009765625,Industrials,Industrial Machinery & Supplies & Components,Strong Sell,-6,,,,19.0
DOW,DOW,NYQ,17115039477.123047,24.145000457763672,Materials,Commodity Chemicals,Neutral,-1,,Hold,2.7,17.0
DOCS,DOCS,NYQ,12630294197.235107,66.98999786376953,Health Care,Health Information Services,Strong Buy,4,,,,18.0
DKNG,DKNG,NMS,23897583386.851562,48.1349983215332,Consumer Discretionary,Gambling,Strong Buy,4,,Strong Buy,1.47059,33.0
DBX,DBX,NMS,7781441457.254883,28.834999084472656,Information Technology,Software - Infrastructure,Buy,2,,,,8.0
DTM,DTM,NYQ,10615452352.973938,104.48999786376953,Energy,Oil & Gas Midstream,Strong Buy,4,,Buy,2.35714,13.0
DTE,DTE,NYQ,28094959159.79004,135.33999633789062,Utilities,Multi-Utilities,Sell,-2,,Buy,2.1875,12.0
DUK,DUK,NYQ,94492979885.37598,121.51499938964844,Utilities,Electric Utilities,Neutral,-1,,Buy,2.16667,13.0
DNB,DNB,NYQ,4082629276.8,9.149999618530273,Industrials,Financial Data & Stock Exchanges,Strong Buy,4,,Sell,3.5,3.0
DUOL,DUOL,NMS,12938043077.914429,282.3550109863281,Consumer Discretionary,Education Services,Strong Sell,-6,,Buy,1.91304,18.0
DD,DD,NYQ,31661284455.604004,75.61499786376953,Materials,Specialty Chemicals,Strong Buy,4,,Strong Buy,1.41176,16.0
BROS,BROS,NYQ,11771335524.472168,71.55000305175781,Consumer Discretionary,Restaurants,Strong Buy,4,,Strong Buy,1.47059,16.0
DXC,DXC,NYQ,2582060724.5413513,14.425000190734863,Information Technology,IT Consulting & Other Services,Neutral,0,,Hold,3.33333,8.0
DT,DT,NYQ,15052534780.680664,49.63999938964844,Information Technology,Software - Application,Neutral,-1,,Strong Buy,1.58333,32.0
ELF,ELF,NYQ,7323624947.4105835,129.0850067138672,Consumer Staples,Personal Care Products,Buy,2,,Strong Buy,1.53333,13.0
EXP,EXP,NYQ,7262802563.6657715,223.82000732421875,Materials,Construction Materials,Sell,-3,,Hold,2.6,9.0
EWBC,EWBC,NMS,14539743988.90686,105.0999984741211,Financials,Regional Banks,Buy,2,,,,13.0
EGP,EGP,NYQ,8894834636.358643,166.35000610351562,Real Estate,REIT - Industrial,Neutral,-1,,Buy,1.84211,18.0
EMN,EMN,NYQ,7814317950.439453,68.05000305175781,Materials,Diversified Chemicals,Neutral,-1,,Buy,1.76471,17.0
EBAY,EBAY,NMS,40965479721.069336,89.63999938964844,Consumer Discretionary,Broadline Retail,Sell,-2,,Hold,2.71875,27.0
ECL,ECL,NYQ,77770186654.78516,272.2550048828125,Materials,Specialty Chemicals,Sell,-2,,Buy,2.15385,20.0
EIX,EIX,NYQ,21315954138.875977,55.38999938964844,Utilities,Electric Utilities,Neutral,1,,Buy,1.8125,14.0
EW,EW,NYQ,47813852036.2583,80.80500030517578,Health Care,Health Care Equipment,Strong Buy,4,,Buy,2.15152,30.0
ELAN,ELAN,NYQ,8567558122.862915,17.2450008392334,Health Care,Drug Manufacturers - Specialty & Generic,Neutral,-1,,,,11.0
EA,EA,NMS,42244950314.43457,168.83999633789062,Communication Services,Interactive Home Entertainment,Neutral,-1,,Buy,2.14815,24.0
ESI,ESI,NYQ,6059754140.926086,25.079999923706055,Materials,Specialty Chemicals,Neutral,1,,,,10.0
ELV,ELV,NYQ,72430756304.62646,321.6600036621094,Health Care,Managed Health Care,Buy,2,,Buy,1.71429,18.0
EME,EME,NYQ,27943666194.848633,624.239990234375,Industrials,Construction & Engineering,Buy,2,,,,6.0
EMR,EMR,NYQ,72770041717.5293,129.3000030517578,Industrials,Electrical Components & Equipment,Strong Sell,-4,,Buy,1.74074,26.0
EHC,EHC,NYQ,12410707291.137695,123.21499633789062,Health Care,Health Care Facilities,Strong Buy,4,,,,12.0
ENPH,ENPH,NGM,4933889064.804077,37.73500061035156,Information Technology,Electronic Components,Neutral,0,,Hold,2.85294,31.0
ENTG,ENTG,NMS,11952272953.796387,78.94499969482422,Information Technology,Semiconductor Equipment & Materials,Strong Sell,-4,,Strong Buy,1.54545,11.0
ETR,ETR,NYQ,38909009377.518555,87.16000366210938,Utilities,Electric Utilities,Sell,-2,,Buy,2.0,16.0
NVST,NVST,NYQ,3370171074.108124,20.280000686645508,Health Care,Health Care Supplies,Neutral,-1,,Hold,2.57143,12.0
EOG,EOG,NYQ,65879520275.32617,120.66000366210938,Energy,Oil & Gas Exploration & Production,Neutral,1,,Buy,2.125,29.0
EPAM,EPAM,NYQ,9583765990.93628,172.07000732421875,Information Technology,IT Consulting & Other Services,Neutral,0,,Buy,1.70588,16.0
EPR,EPR,NYQ,4072238100.0,53.5,Real Estate,Other Specialized REITs,Neutral,0,,Hold,2.69231,10.0
EQT,EQT,NYQ,32508909618.49829,51.57500076293945,Energy,Oil & Gas Exploration & Production,Neutral,-1,,Buy,1.72,25.0
EFX,EFX,NYQ,29240808701.934814,237.35000610351562,Industrials,Research & Consulting Services,Strong Sell,-6,,Buy,1.91304,20.0
EQIX,EQIX,NMS,74288070212.89062,759.094970703125,Real Estate,Data Center REITs,Strong Sell,-6,,,,25.0
EQH,EQH,NYQ,15803518857.23877,52.7599983215332,Financials,Asset Management,Neutral,-1,,,,10.0
ELS,ELS,NYQ,12273615558.021545,60.130001068115234,Real Estate,REIT - Residential,Neutral,-1,,Buy,1.76471,17.0
EQR,EQR,NYQ,25054461845.91211,64.47000122070312,Real Estate,Multi-Family Residential REITs,Neutral,-1,,Buy,2.25,20.0
ESAB,ESAB,NYQ,6885964002.976227,113.44499969482422,Industrials,Industrial Machinery & Supplies & Components,Strong Sell,-4,,Strong Buy,1.55556,9.0
WTRG,WTRG,NYQ,10848540696.152344,38.68000030517578,Utilities,Water Utilities,Neutral,-1,,Strong Buy,1.3,8.0
ESS,ESS,NYQ,17882682149.75586,261.135009765625,Real Estate,Multi-Family Residential REITs,Sell,-2,,Hold,2.65385,24.0
EL,EL,NYQ,32640132019.610596,90.69499969482422,Consumer Staples,Personal Care Products,Neutral,1,,Hold,2.57692,23.0
ETSY,ETSY,NMS,5125896912.982178,51.720001220703125,Consumer Discretionary,Internet Retail,Sell,-2,,Hold,2.7,25.0
EEFT,EEFT,NMS,3719585363.621521,90.7300033569336,Financials,Transaction & Payment Processing Services,Strong Sell,-6,,Strong Buy,1.55556,7.0
EVR,EVR,NYQ,12011283439.459229,307.55499267578125,Financials,Investment Banking & Brokerage,Neutral,-1,,Buy,1.66667,5.0
EVRG,EVRG,NMS,16382433539.677734,71.18000030517578,Utilities,Electric Utilities,Neutral,-1,,,,10.0
ES,ES,NYQ,23575895322.245483,63.29999923706055,Utilities,Multi-Utilities,Strong Sell,-4,,Buy,2.35294,14.0
ECG,ECG,NYQ,3936539444.566345,75.37999725341797,Industrials,Construction & Engineering,Neutral,-1,,,,3.0
EXAS,EXAS,NCM,9203743891.685669,48.6150016784668,Health Care,Diagnostics & Research,Buy,2,,Strong Buy,1.375,23.0
EXEL,EXEL,NMS,9987431186.028809,37.099998474121094,Health Care,Biotechnology,Sell,-2,,Buy,2.05,19.0
EXC,EXC,NMS,43570968673.791016,43.13999938964844,Utilities,Multi-Utilities,Sell,-2,,Hold,2.625,14.0
EXLS,EXLS,NMS,6995127905.324341,43.310001373291016,Industrials,Data Processing & Outsourced Services,Neutral,-1,,Buy,1.66667,7.0
EXE,EXE,NMS,22997759147.32361,96.56999969482422,Energy,Oil & Gas Exploration & Production,Neutral,1,,Strong Buy,1.38462,26.0
EXPE,EXPE,NMS,26062630309.387207,210.6649932861328,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Buy,2,,Buy,2.28571,32.0
EXPD,EXPD,NYQ,16358891126.297852,120.53500366210938,Industrials,Air Freight & Logistics,Neutral,1,,Sell,3.64706,15.0
EXR,EXR,NYQ,31691156648.629395,143.00999450683594,Real Estate,Self-Storage REITs,Neutral,1,,Buy,2.33333,20.0
FFIV,FFIV,NMS,17561609741.259766,305.70001220703125,Information Technology,Communications Equipment,Sell,-2,,,,11.0
FDS,FDS,NYQ,13944659973.547363,368.8399963378906,Financials,Financial Exchanges & Data,Strong Sell,-4,,Hold,3.35,16.0
FICO,FICO,NYQ,36362965444.6167,1514.8900146484375,Information Technology,Application Software,Neutral,0,,Buy,1.84211,19.0
FAST,FAST,NMS,57392471868.1084,49.4911994934082,Industrials,Building Products,Buy,2,,Hold,2.82353,10.0
FRT,FRT,NYQ,8652057940.36206,100.29499816894531,Real Estate,Retail REITs,Buy,2,,Buy,2.0,18.0
FDX,FDX,NYQ,53272339151.97754,225.77999877929688,Industrials,Air Freight & Logistics,Strong Sell,-5,,Buy,1.86667,29.0
FERG,FERG,NYQ,46051416664.97803,229.47000122070312,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,1.95455,19.0
FNF,FNF,NYQ,16080567696.363281,59.18000030517578,Financials,Insurance - Specialty,Sell,-3,,Buy,1.75,4.0
FIS,FIS,NYQ,35547893088.57422,68.05000305175781,Financials,Transaction & Payment Processing Services,Strong Sell,-4,,Buy,2.16667,18.0
FITB,FITB,NMS,30036431677.851562,45.380001068115234,Financials,Regional Banks,Strong Buy,4,,Buy,1.91667,22.0
FAF,FAF,NYQ,6622599031.066895,65.05500030517578,Financials,Property & Casualty Insurance,Buy,2,,,,4.0
FCNCA,FCNCA,NMS,25130254890.46631,1967.0970458984375,Financials,Banks - Regional,Neutral,1,,,,14.0
FHB,FHB,NMS,3204410163.2385254,25.71179962158203,Financials,Regional Banks,Buy,2,,Sell,3.77778,8.0
FHN,FHN,NYQ,11310086506.30951,22.274999618530273,Financials,Regional Banks,Buy,3,,Buy,1.9375,16.0
FR,FR,NYQ,7107611611.292847,51.880001068115234,Real Estate,REIT - Industrial,Buy,2,,Buy,2.11765,15.0
FSLR,FSLR,NMS,21391150036.376953,199.4550018310547,Information Technology,Semiconductors,Strong Buy,4,,Strong Buy,1.58824,30.0
FE,FE,NYQ,25010254853.13623,43.314998626708984,Utilities,Electric Utilities,Neutral,0,,Buy,2.26667,12.0
FI,FI,NYQ,74260243340.42285,136.61000061035156,Financials,Transaction & Payment Processing Services,Sell,-2,,Strong Buy,1.57576,31.0
FIVE,FIVE,NMS,8270170702.316284,149.97000122070312,Consumer Discretionary,Other Specialty Retail,Strong Buy,4,,Buy,2.18182,19.0
FLEX,FLEX,NMS,20466396616.994385,53.59000015258789,Information Technology,Electronic Manufacturing Services,Strong Buy,4,,Buy,1.66667,7.0
FND,FND,NYQ,8453743500.0,78.5,Consumer Discretionary,Home Improvement Retail,Strong Sell,-4,,Buy,2.43478,22.0
FLO,FLO,NYQ,3156801022.966385,14.779999732971191,Consumer Staples,Packaged Foods & Meats,Strong Sell,-6,,Hold,2.875,7.0
FLS,FLS,NYQ,7105740317.199707,53.279998779296875,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,,,,10.0
FLUT,FLUT,NYQ,52025623057.92236,295.9599914550781,Consumer Discretionary,Casinos & Gaming,Neutral,1,,Strong Buy,1.42308,26.0
FMC,FMC,NYQ,4673070355.285645,37.4109001159668,Materials,Fertilizers & Agricultural Chemicals,Strong Sell,-4,,,,18.0
FNB,FNB,NYQ,5880983000.0,16.375,Financials,Regional Banks,Strong Buy,4,,,,8.0
F,F,NYQ,46226072617.40234,11.614999771118164,Consumer Discretionary,Automobile Manufacturers,Strong Buy,4,,Hold,3.04167,22.0
FTNT,FTNT,NMS,58592525660.41016,76.46499633789062,Information Technology,Systems Software,Strong Sell,-4,,Hold,2.68182,35.0
FTV,FTV,NYQ,15857807958.618164,46.869998931884766,Industrials,Industrial Machinery & Supplies & Components,Strong Sell,-4,,Buy,2.44444,16.0
FBIN,FBIN,NYQ,6866410851.173401,57.201499938964844,Industrials,Building Products,Sell,-3,,Buy,2.47368,16.0
FOXA,FOXA,NMS,25598109941.037354,60.290000915527344,Communication Services,Movies & Entertainment,Strong Buy,4,,,,18.0
FOX,FOX,NMS,25603851940.48108,54.939998626708984,Communication Services,Movies & Entertainment,Strong Buy,4,,,,
BEN,BEN,NYQ,13190149534.74292,25.405000686645508,Financials,Asset Management & Custody Banks,Buy,2,,Hold,3.2,10.0
FRHC,FRHC,NCM,10462176275.63324,170.88999938964844,Financials,Financial Conglomerates,Neutral,-1,,,,
FCX,FCX,NYQ,66239678487.146484,46.13529968261719,Materials,Copper,Strong Buy,4,,Buy,2.1,19.0
FRPT,FRPT,NGM,2607285692.21611,53.45000076293945,Consumer Staples,Packaged Foods,Strong Sell,-6,,Buy,1.68421,16.0
FYBR,FYBR,NMS,9291669563.50708,37.06999969482422,Communication Services,Telecom Services,Strong Buy,4,,Hold,3.08333,9.0
CFR,CFR,NYQ,8248432944.172668,128.22999572753906,Financials,Regional Banks,Neutral,1,,,,13.0
FTAI,FTAI,NMS,15264616971.252441,148.82000732421875,Industrials,Rental & Leasing Services,Buy,2,,Strong Buy,1.4,10.0
FCN,FCN,NYQ,5422910619.500732,167.58999633789062,Industrials,Research & Consulting Services,Sell,-3,,,,2.0
GME,GME,NYQ,10340171537.612915,23.11009979248047,Consumer Discretionary,Computer & Electronics Retail,Neutral,1,,,,1.0
GLPI,GLPI,NMS,13533442473.632812,47.81999969482422,Real Estate,REIT - Specialty,Neutral,0,,Buy,2.08696,22.0
GAP,GAP,NYQ,8404214589.656799,22.649999618530273,Consumer Discretionary,Apparel Retail,Strong Buy,4,,Buy,2.38889,17.0
IT,IT,NYQ,18651455789.578247,246.27000427246094,Information Technology,IT Consulting & Other Services,Sell,-2,,,,9.0
GTES,GTES,NYQ,6478237501.739502,25.149999618530273,Industrials,Specialty Industrial Machinery,Buy,3,,Buy,1.63636,11.0
GEHC,GEHC,NMS,33045955147.93506,72.37999725341797,Health Care,Health Care Equipment,Strong Sell,-6,,Buy,1.61905,20.0
GEV,GEV,NYQ,154345558203.125,566.97998046875,Industrials,Industrial Machinery & Supplies & Components,Sell,-2,,Buy,1.875,27.0
GEN,GEN,NMS,18069596319.25415,29.34000015258789,Information Technology,Application Software,Sell,-2,,Buy,2.0,10.0
GNRC,GNRC,NYQ,10299398208.374023,175.52999877929688,Industrials,Electrical Components & Equipment,Neutral,0,,Buy,2.05,16.0
GD,GD,NYQ,86656090730.99707,322.1499938964844,Industrials,Aerospace & Defense,Buy,2,,Buy,2.31818,18.0
GIS,GIS,NYQ,26605975258.707275,49.7599983215332,Consumer Staples,Packaged Foods & Meats,Neutral,1,,Hold,2.90476,20.0
GM,GM,NYQ,55058673408.586914,57.83000183105469,Consumer Discretionary,Automobile Manufacturers,Strong Buy,4,,Buy,2.25,25.0
GNTX,GNTX,NMS,6071065485.228638,27.65999984741211,Consumer Discretionary,Automotive Parts & Equipment,Buy,2,,Buy,2.11111,9.0
GPC,GPC,NYQ,19033348770.629883,136.83999633789062,Consumer Discretionary,Automotive Parts & Equipment,Neutral,-1,,Buy,2.41667,9.0
GILD,GILD,NMS,139870303553.07422,112.7249984741211,Health Care,Biotechnology,Neutral,0,,Buy,1.71429,25.0
GTLB,GTLB,NMS,7949174233.936523,46.720001220703125,Information Technology,Software - Infrastructure,Neutral,0,,Strong Buy,1.53571,27.0
GPN,GPN,NYQ,20941836856.522217,86.31999969482422,Financials,Transaction & Payment Processing Services,Neutral,-1,,Buy,2.41379,22.0
GFS,GFS,NMS,18280777971.941895,32.939998626708984,Information Technology,Semiconductors,Strong Sell,-4,,Buy,2.09524,19.0
GL,GL,NYQ,11353451417.283691,140.16000366210938,Financials,Life & Health Insurance,Buy,2,,,,11.0
GMED,GMED,NYQ,7953506176.447754,58.88999938964844,Health Care,Health Care Equipment,Sell,-3,,,,11.0
GDDY,GDDY,NYQ,19849431307.01953,143.3699951171875,Information Technology,Software - Infrastructure,Strong Sell,-4,,Buy,2.05263,17.0
GGG,GGG,NYQ,13972146044.342041,84.32499694824219,Industrials,Industrial Machinery & Supplies & Components,Sell,-3,,,,9.0
LOPE,LOPE,NMS,5734844290.283203,204.17999267578125,Consumer Discretionary,Education Services,Strong Buy,4,,Strong Buy,1.33333,3.0
GPK,GPK,NYQ,6207897604.757996,20.954999923706055,Materials,Packaging & Containers,Strong Sell,-4,,,,12.0
GWRE,GWRE,NYQ,18364656612.890625,218.1199951171875,Information Technology,Software - Application,Neutral,1,,Buy,2.2,14.0
GXO,GXO,NYQ,5835261000.328064,50.974998474121094,Industrials,Air Freight & Logistics,Neutral,-1,,Strong Buy,1.58824,17.0
HAL,HAL,NYQ,18642142185.014893,21.854999542236328,Energy,Oil & Gas Equipment & Services,Neutral,-1,,Buy,1.88462,24.0
HALO,HALO,NMS,8694082994.171143,74.33000183105469,Health Care,Biotechnology,Strong Buy,6,,,,9.0
HLNE,HLNE,NMS,7862723920.555115,142.4600067138672,Financials,Asset Management,Strong Sell,-4,,,,4.0
THG,THG,NYQ,6316873831.665039,176.59500122070312,Financials,Property & Casualty Insurance,Strong Buy,6,,Buy,2.0,7.0
HOG,HOG,NYQ,3571227037.9886627,29.3799991607666,Consumer Discretionary,Motorcycle Manufacturers,Buy,2,,Buy,2.28571,9.0
HIG,HIG,NYQ,37421180450.31738,133.08999633789062,Financials,Property & Casualty Insurance,Strong Buy,4,,Buy,2.2,18.0
HAS,HAS,NMS,11096636271.798584,79.12999725341797,Consumer Discretionary,Leisure Products,Neutral,-1,,,,12.0
HAYW,HAYW,NYQ,3389297679.520447,15.640000343322754,Industrials,Electrical Equipment & Parts,Neutral,-1,,,,7.0
HCA,HCA,NYQ,96088987961.7539,407.29998779296875,Health Care,Health Care Facilities,Strong Buy,4,,Buy,2.0,21.0
HR,HR,NYQ,6156479577.119568,17.405000686645508,Real Estate,REIT - Healthcare Facilities,Strong Buy,4,,Hold,3.0,8.0
DOC,DOC,NYQ,12338357423.837402,17.7549991607666,Real Estate,Health Care REITs,Neutral,0,,Buy,1.89474,16.0
HEI.A,HEI-A,NYQ,38509982889.33984,250.32000732421875,Industrials,Aerospace & Defense,Buy,3,,Hold,3.0,1.0
HEI,HEI,NYQ,38522606441.77246,316.9750061035156,Industrials,Aerospace & Defense,Neutral,1,,Buy,1.85,17.0
JKHY,JKHY,NMS,11742497351.522827,161.13999938964844,Financials,Transaction & Payment Processing Services,Strong Sell,-4,,Hold,2.53333,11.0
HSY,HSY,NYQ,37444136791.19873,184.7050018310547,Consumer Staples,Packaged Foods & Meats,Strong Buy,6,,Hold,3.08333,22.0
HPE,HPE,NYQ,29951423231.544434,22.825000762939453,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,,Buy,2.05,17.0
HXL,HXL,NYQ,5163413402.877441,64.07499694824219,Industrials,Aerospace & Defense,Strong Buy,4,,Hold,2.66667,15.0
DINO,DINO,NYQ,9636541583.910767,51.5099983215332,Energy,Oil & Gas Refining & Marketing,Strong Buy,4,,Buy,2.2,14.0
HIW,HIW,NYQ,3376330688.179016,31.05500030517578,Real Estate,REIT - Office,Buy,2,,Hold,2.77778,8.0
HLT,HLT,NYQ,64732447203.91846,275.2300109863281,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Strong Buy,4,,Buy,2.32,24.0
HOLX,HOLX,NMS,14724137650.831055,66.19999694824219,Health Care,Health Care Equipment,Neutral,1,,Buy,2.3,15.0
HON,HON,NMS,135569560759.69922,213.52999877929688,Industrials,Industrial Conglomerates,Sell,-2,,Buy,1.95833,21.0
HRL,HRL,NYQ,13978200080.178223,25.415000915527344,Consumer Staples,Packaged Foods & Meats,Strong Sell,-6,,Hold,2.54545,9.0
HST,HST,NMS,11989042831.706787,17.21500015258789,Real Estate,Hotel & Resort REITs,Strong Buy,4,,Buy,1.88889,17.0
HLI,HLI,NYQ,13386625481.085205,190.38999938964844,Financials,Capital Markets,Sell,-2,,Hold,2.71429,5.0
HHH,HHH,NYQ,4500235038.894653,75.76000213623047,Real Estate,Real Estate - Development,Buy,2,,Buy,1.75,4.0
HWM,HWM,NYQ,69809331452.57422,173.1699981689453,Industrials,Aerospace & Defense,Sell,-2,,Strong Buy,1.43478,20.0
HPQ,HPQ,NYQ,26846978511.93579,28.72249984741211,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,,Hold,2.8125,15.0
HUBB,HUBB,NYQ,22626215094.604492,425.7850036621094,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,2.21429,11.0
HUBS,HUBS,NYQ,24572110500.72632,466.32501220703125,Information Technology,Software - Application,Neutral,-1,,Strong Buy,1.41667,33.0
HUM,HUM,NYQ,37641527986.81641,312.9700012207031,Health Care,Managed Health Care,Strong Buy,4,,Buy,2.44,22.0
HBAN,HBAN,NMS,25509041401.16797,17.485000610351562,Financials,Regional Banks,Strong Buy,4,,Buy,1.71429,20.0
HII,HII,NYQ,10496271316.186523,267.4849853515625,Industrials,Aerospace & Defense,Neutral,-1,,Hold,2.63636,10.0
HUN,HUN,NYQ,1901715586.9750977,10.944999694824219,Materials,Chemicals,Neutral,0,,,,13.0
H,H,NYQ,13698278741.073608,143.4600067138672,Consumer Discretionary,Lodging,Neutral,1,,Buy,2.1,19.0
IAC,IAC,NMS,2912114710.4523926,36.33000183105469,Communication Services,Internet Content & Information,Neutral,1,,,,13.0
IDA,IDA,NYQ,6713317808.905792,124.24500274658203,Utilities,Electric Utilities,Neutral,-1,,Buy,1.66667,6.0
